age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
50,admin.,divorced,secondary,no,363,yes,no,unknown,16,1340,1,-1,0,unknown,yes
53,management,divorced,tertiary,no,253,no,no,cellular,27,202,6,-1,0,unknown,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,263,2,180,2,success,yes
30,entrepreneur,married,secondary,no,2926,yes,no,unknown,28,238,8,-1,0,unknown,no
27,blue-collar,married,secondary,no,-59,no,yes,cellular,8,154,3,-1,0,unknown,no
33,management,single,tertiary,no,1781,no,no,cellular,8,611,2,183,1,success,yes
27,technician,married,secondary,no,1103,no,no,unknown,4,123,1,-1,0,unknown,no
56,admin.,married,secondary,no,45,no,no,unknown,5,1467,1,-1,0,unknown,yes
39,blue-collar,single,secondary,no,94,no,yes,cellular,23,87,3,-1,0,unknown,no
39,blue-collar,married,primary,no,385,yes,no,unknown,16,225,4,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,25,112,4,-1,0,unknown,no
33,housemaid,married,tertiary,no,10,yes,no,cellular,20,129,1,322,2,failure,no
57,management,married,secondary,no,3381,yes,no,unknown,15,75,1,-1,0,unknown,no
34,technician,married,tertiary,no,2656,yes,no,cellular,24,302,1,-1,0,unknown,no
38,admin.,married,secondary,no,4874,no,no,unknown,6,1291,3,-1,0,unknown,no
44,management,married,tertiary,no,7635,no,no,cellular,21,719,5,-1,0,unknown,no
42,blue-collar,divorced,primary,no,299,yes,no,unknown,13,253,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,189,no,no,cellular,19,71,4,-1,0,unknown,no
40,management,married,secondary,no,408,yes,no,cellular,8,80,1,322,4,failure,no
59,retired,married,secondary,no,1080,no,no,cellular,21,645,2,-1,0,unknown,no
46,technician,married,secondary,no,1028,yes,no,cellular,2,96,2,208,1,failure,no
36,self-employed,married,tertiary,no,1234,no,no,cellular,7,106,1,-1,0,unknown,no
60,services,married,tertiary,no,6557,no,no,cellular,7,214,2,-1,0,unknown,no
34,blue-collar,married,tertiary,no,631,yes,no,cellular,18,25,1,-1,0,unknown,no
41,technician,single,secondary,no,3023,no,no,cellular,31,616,3,-1,0,unknown,no
44,management,single,secondary,no,-228,yes,yes,cellular,13,38,1,362,2,failure,no
48,management,single,secondary,no,61,yes,no,unknown,28,198,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-257,yes,no,cellular,15,160,1,368,4,failure,no
29,services,married,secondary,no,31,yes,no,cellular,24,71,5,-1,0,unknown,no
54,unemployed,single,secondary,no,380,no,no,cellular,17,696,2,-1,0,unknown,yes
44,management,married,tertiary,no,167,no,no,cellular,27,96,2,-1,0,unknown,no
25,technician,single,secondary,no,276,yes,no,unknown,12,268,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,722,yes,no,unknown,13,816,3,-1,0,unknown,no
42,admin.,single,secondary,no,2790,yes,no,cellular,7,425,1,336,1,failure,no
46,management,single,tertiary,no,0,no,no,cellular,22,686,2,-1,0,unknown,yes
52,blue-collar,married,primary,no,336,no,yes,telephone,17,381,7,-1,0,unknown,no
27,blue-collar,married,tertiary,no,335,yes,no,unknown,26,519,3,-1,0,unknown,yes
33,management,single,tertiary,no,1859,yes,no,cellular,30,1169,4,-1,0,unknown,no
43,management,married,tertiary,no,244,no,no,cellular,14,167,2,-1,0,unknown,no
33,management,single,tertiary,no,3406,yes,no,cellular,21,321,1,-1,0,unknown,no
32,technician,single,secondary,no,-1,yes,no,cellular,12,37,1,-1,0,unknown,no
31,management,married,tertiary,no,-692,yes,yes,cellular,6,117,2,-1,0,unknown,no
31,management,single,secondary,yes,0,no,no,cellular,11,112,4,85,2,failure,no
37,management,married,tertiary,no,5205,yes,no,unknown,23,493,2,-1,0,unknown,no
44,unemployed,married,secondary,no,728,yes,no,cellular,7,185,1,328,11,failure,no
37,management,married,tertiary,no,6014,yes,no,cellular,15,163,6,-1,0,unknown,no
50,entrepreneur,married,secondary,no,0,yes,no,cellular,11,717,2,-1,0,unknown,no
33,management,single,tertiary,no,383,yes,no,cellular,9,125,1,-1,0,unknown,no
38,management,single,tertiary,no,126,yes,no,unknown,30,355,2,-1,0,unknown,no
41,management,married,tertiary,no,1072,yes,no,cellular,7,199,1,-1,0,unknown,no
42,management,married,primary,no,-417,yes,no,cellular,5,81,3,273,3,failure,no
35,management,divorced,tertiary,no,286,yes,no,cellular,15,164,3,-1,0,unknown,no
57,retired,married,secondary,no,256,no,no,cellular,7,198,4,-1,0,unknown,no
34,unemployed,married,secondary,no,978,no,no,cellular,24,132,1,-1,0,unknown,yes
32,technician,married,secondary,no,94,yes,no,cellular,17,1013,2,-1,0,unknown,no
29,services,single,secondary,no,447,yes,yes,unknown,4,106,1,-1,0,unknown,no
43,technician,married,secondary,no,253,no,no,cellular,21,111,5,-1,0,unknown,no
72,retired,married,secondary,no,5715,no,no,cellular,17,1127,5,184,3,success,yes
78,retired,married,unknown,no,4807,no,no,telephone,3,892,2,104,4,success,yes
46,blue-collar,single,secondary,no,57,yes,no,unknown,14,194,4,-1,0,unknown,no
46,technician,divorced,tertiary,no,532,no,no,cellular,22,491,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,10,no,yes,cellular,17,72,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,-313,yes,no,unknown,3,251,2,-1,0,unknown,no
39,management,single,tertiary,no,816,yes,no,cellular,27,37,3,-1,0,unknown,no
48,management,married,tertiary,no,0,yes,no,cellular,26,204,2,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,0,yes,no,cellular,13,213,1,-1,0,unknown,no
33,management,married,tertiary,no,1297,yes,no,cellular,14,117,1,-1,0,unknown,no
29,services,divorced,secondary,no,1336,yes,no,unknown,28,298,5,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,25,no,yes,cellular,16,81,6,-1,0,unknown,no
36,self-employed,single,secondary,no,3670,yes,no,unknown,29,617,2,-1,0,unknown,no
51,admin.,divorced,secondary,no,-20,no,no,unknown,1,58,1,-1,0,unknown,no
37,admin.,single,secondary,no,-332,yes,no,unknown,23,284,2,-1,0,unknown,no
35,blue-collar,married,primary,no,0,yes,no,unknown,6,154,2,-1,0,unknown,no
53,retired,married,tertiary,no,74,yes,no,unknown,15,122,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,130,1,148,1,failure,no
49,technician,married,tertiary,no,2568,yes,no,cellular,10,192,1,-1,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,185,2,-1,0,unknown,no
36,management,single,tertiary,no,85,no,no,cellular,14,76,1,-1,0,unknown,no
30,services,divorced,primary,no,459,yes,no,cellular,18,494,1,-1,0,unknown,yes
35,technician,divorced,secondary,no,303,yes,yes,unknown,26,454,3,-1,0,unknown,no
52,services,married,unknown,no,482,yes,yes,cellular,28,83,7,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,3302,yes,yes,cellular,18,207,3,-1,0,unknown,no
35,management,married,primary,no,3369,no,no,cellular,20,322,1,-1,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,521,2,-1,0,unknown,no
41,technician,single,primary,no,340,yes,no,cellular,13,262,1,349,1,failure,no
36,blue-collar,married,primary,no,408,yes,yes,unknown,20,1063,2,-1,0,unknown,yes
32,self-employed,single,tertiary,no,12269,no,no,unknown,16,141,1,-1,0,unknown,no
35,management,single,tertiary,no,2576,yes,yes,cellular,6,136,3,273,4,failure,no
34,admin.,married,primary,no,239,yes,no,unknown,2,107,2,-1,0,unknown,no
29,admin.,married,primary,no,131,yes,no,cellular,20,353,4,-1,0,unknown,no
25,blue-collar,single,primary,no,6,yes,yes,unknown,27,174,2,-1,0,unknown,no
67,retired,single,tertiary,no,2144,no,no,telephone,21,847,2,-1,0,unknown,yes
40,technician,divorced,secondary,no,0,no,no,cellular,29,299,3,-1,0,unknown,no
49,technician,married,secondary,yes,-74,yes,no,cellular,19,114,1,-1,0,unknown,no
45,blue-collar,married,primary,no,101,yes,no,unknown,12,460,5,-1,0,unknown,yes
36,management,married,tertiary,no,254,no,no,cellular,3,303,2,-1,0,unknown,yes
39,blue-collar,single,secondary,no,383,yes,yes,cellular,4,292,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,224,no,yes,telephone,8,17,4,-1,0,unknown,no
27,self-employed,single,tertiary,no,-503,yes,no,unknown,9,98,3,-1,0,unknown,no
61,retired,married,primary,no,8729,no,no,cellular,30,480,1,-1,0,unknown,yes
56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,6,57,2,-1,0,unknown,no
30,admin.,married,secondary,no,482,no,no,cellular,23,86,1,-1,0,unknown,no
37,technician,married,tertiary,no,4439,yes,no,cellular,31,70,29,-1,0,unknown,no
45,technician,married,secondary,no,1998,no,no,cellular,4,237,5,-1,0,unknown,yes
44,management,married,tertiary,no,1791,no,no,telephone,12,201,1,182,2,success,yes
30,technician,single,secondary,no,9645,no,yes,cellular,26,130,10,-1,0,unknown,no
44,technician,married,secondary,no,5163,no,no,cellular,11,48,2,-1,0,unknown,no
34,services,single,secondary,no,0,yes,no,unknown,5,142,1,-1,0,unknown,no
22,management,single,tertiary,no,104,no,yes,cellular,18,509,1,185,3,success,yes
47,management,single,tertiary,no,255,no,yes,cellular,30,802,4,-1,0,unknown,yes
23,blue-collar,single,primary,no,3198,yes,no,cellular,15,224,1,352,2,failure,no
32,management,married,tertiary,no,410,yes,no,cellular,26,252,2,-1,0,unknown,no
38,blue-collar,single,primary,no,1691,no,no,unknown,12,265,3,-1,0,unknown,no
43,self-employed,married,primary,no,5039,no,no,cellular,20,227,1,-1,0,unknown,no
50,admin.,married,secondary,no,1019,yes,no,unknown,18,76,1,-1,0,unknown,no
48,management,married,unknown,no,0,yes,no,cellular,8,612,1,344,1,other,no
36,blue-collar,married,primary,no,4608,yes,no,cellular,14,284,7,-1,0,unknown,no
61,retired,married,tertiary,no,3140,yes,yes,cellular,6,975,4,98,1,unknown,yes
58,blue-collar,married,secondary,no,8195,yes,no,cellular,16,104,1,332,2,failure,no
30,technician,married,secondary,no,398,yes,no,cellular,17,132,2,238,2,failure,no
45,management,married,tertiary,no,4112,no,no,cellular,18,140,13,-1,0,unknown,no
52,retired,divorced,primary,no,-779,yes,yes,cellular,17,709,1,-1,0,unknown,yes
57,retired,married,primary,no,4,no,no,cellular,21,50,5,-1,0,unknown,no
39,admin.,married,secondary,no,3047,yes,no,cellular,11,279,1,370,2,failure,no
52,management,divorced,secondary,no,944,no,yes,unknown,9,119,1,-1,0,unknown,no
41,technician,divorced,secondary,no,106,yes,yes,cellular,8,197,2,-1,0,unknown,no
41,admin.,married,secondary,no,1021,no,no,cellular,2,224,1,-1,0,unknown,no
36,management,married,tertiary,no,673,yes,no,cellular,16,689,1,-1,0,unknown,yes
43,services,married,secondary,no,2478,yes,no,cellular,28,347,1,230,1,failure,no
57,housemaid,married,primary,no,0,no,no,cellular,20,252,3,-1,0,unknown,no
56,services,divorced,secondary,no,935,no,no,cellular,2,136,1,96,3,failure,no
41,technician,married,secondary,no,767,yes,yes,unknown,6,204,1,-1,0,unknown,no
39,management,married,tertiary,no,-190,no,yes,unknown,11,893,8,-1,0,unknown,yes
60,technician,married,secondary,no,2389,yes,yes,cellular,4,287,1,-1,0,unknown,no
37,management,married,tertiary,no,1967,yes,no,cellular,27,774,1,-1,0,unknown,no
39,management,married,tertiary,no,514,no,no,telephone,18,155,4,-1,0,unknown,no
30,management,divorced,tertiary,no,106,yes,no,cellular,18,149,1,-1,0,unknown,no
35,technician,married,secondary,no,650,yes,no,cellular,14,241,2,349,2,failure,no
49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,351,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,1487,yes,no,unknown,14,302,16,-1,0,unknown,no
43,blue-collar,married,primary,no,17,yes,no,unknown,13,119,10,-1,0,unknown,no
39,blue-collar,married,primary,no,12,no,no,unknown,20,210,2,-1,0,unknown,no
72,retired,married,primary,no,4657,no,no,cellular,22,305,3,309,5,success,yes
32,technician,married,secondary,no,484,yes,no,cellular,12,668,2,463,1,success,yes
48,services,married,secondary,no,517,no,no,cellular,14,273,1,-1,0,unknown,no
38,self-employed,married,tertiary,no,526,no,no,cellular,27,86,11,-1,0,unknown,no
24,student,single,secondary,no,382,no,no,cellular,13,103,1,105,2,success,no
39,technician,married,tertiary,no,108,no,no,cellular,28,589,3,28,2,other,no
60,admin.,divorced,unknown,no,791,yes,no,unknown,13,144,1,-1,0,unknown,no
24,technician,single,secondary,no,-126,yes,yes,unknown,13,382,2,-1,0,unknown,no
48,management,married,primary,no,312,no,no,cellular,29,1186,4,-1,0,unknown,no
25,admin.,married,secondary,no,18,yes,no,cellular,18,225,1,-1,0,unknown,no
55,self-employed,married,secondary,no,2408,no,no,telephone,9,327,2,140,1,failure,no
33,technician,married,secondary,no,22,no,no,cellular,29,127,1,-1,0,unknown,no
53,technician,married,secondary,no,1319,no,no,unknown,19,1318,3,-1,0,unknown,yes
33,management,divorced,tertiary,no,990,yes,no,cellular,24,1491,2,-1,0,unknown,yes
33,technician,married,tertiary,no,8023,no,no,cellular,30,107,1,105,3,failure,no
43,management,married,tertiary,no,2987,no,no,cellular,4,156,1,85,3,failure,yes
52,unknown,married,unknown,no,1317,no,no,unknown,12,58,1,-1,0,unknown,no
43,services,married,secondary,no,378,no,yes,cellular,12,321,4,-1,0,unknown,no
43,admin.,single,secondary,no,1119,no,no,telephone,22,119,2,-1,0,unknown,no
27,student,single,secondary,no,298,yes,no,unknown,3,52,1,-1,0,unknown,no
37,management,single,tertiary,yes,-25,no,no,unknown,17,136,2,-1,0,unknown,no
55,management,single,unknown,no,111,no,no,cellular,16,117,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,453,yes,yes,unknown,23,98,1,-1,0,unknown,no
33,blue-collar,married,primary,no,463,yes,no,unknown,23,230,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,298,yes,no,cellular,3,392,3,-1,0,unknown,no
33,management,married,tertiary,no,956,yes,no,cellular,30,115,1,-1,0,unknown,no
54,admin.,married,secondary,no,0,no,no,cellular,28,161,1,98,2,failure,yes
39,blue-collar,married,primary,no,1802,yes,no,unknown,2,490,1,-1,0,unknown,no
57,housemaid,married,primary,no,3570,no,no,unknown,9,233,2,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,264,3,-1,0,unknown,no
27,admin.,single,tertiary,no,689,no,no,cellular,26,98,1,307,1,failure,no
48,unknown,single,unknown,no,1819,no,no,cellular,2,1440,1,458,1,failure,yes
38,technician,married,secondary,no,114,no,no,cellular,11,117,3,-1,0,unknown,no
33,technician,divorced,secondary,no,2,yes,no,cellular,7,600,2,330,17,failure,no
54,admin.,married,secondary,no,614,yes,no,cellular,6,322,2,343,2,failure,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,19,594,2,-1,0,unknown,no
31,entrepreneur,divorced,tertiary,no,0,yes,no,cellular,18,164,1,-1,0,unknown,no
46,services,married,secondary,no,12,no,no,cellular,26,225,3,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,cellular,18,716,2,110,3,other,yes
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,397,2,-1,0,unknown,yes
37,services,married,secondary,no,1092,no,no,unknown,16,266,1,-1,0,unknown,no
36,admin.,married,secondary,no,0,no,no,unknown,11,378,4,-1,0,unknown,no
64,retired,married,primary,no,440,no,no,cellular,6,495,1,-1,0,unknown,yes
33,management,married,tertiary,no,17946,yes,no,unknown,23,256,1,-1,0,unknown,no
39,technician,married,secondary,no,462,no,no,cellular,27,157,4,-1,0,unknown,no
35,technician,divorced,secondary,no,213,no,no,cellular,8,46,2,-1,0,unknown,no
49,self-employed,married,tertiary,no,8142,no,no,telephone,18,500,1,-1,0,unknown,no
32,technician,single,tertiary,no,471,no,no,cellular,14,67,1,-1,0,unknown,no
37,self-employed,married,secondary,no,744,yes,yes,cellular,21,161,3,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1340,yes,no,unknown,23,199,2,-1,0,unknown,no
35,management,single,tertiary,no,62,yes,no,cellular,20,213,3,-1,0,unknown,yes
48,unknown,married,unknown,no,3,no,no,cellular,19,104,2,-1,0,unknown,no
30,services,single,unknown,no,347,yes,no,unknown,21,225,1,-1,0,unknown,no
19,student,single,secondary,no,394,no,no,cellular,5,327,3,-1,0,unknown,yes
51,technician,married,tertiary,no,0,no,no,cellular,2,539,2,-1,0,unknown,yes
29,services,single,secondary,no,2099,yes,yes,unknown,19,171,2,-1,0,unknown,no
40,services,single,secondary,no,23,yes,no,unknown,8,179,5,-1,0,unknown,no
60,management,married,tertiary,no,261,yes,yes,cellular,1,128,1,192,1,failure,no
52,technician,married,secondary,no,221,yes,no,cellular,5,178,2,363,3,failure,no
42,technician,single,secondary,no,-15,no,no,unknown,25,71,1,-1,0,unknown,no
30,management,married,tertiary,no,1077,no,no,cellular,9,124,1,-1,0,unknown,no
43,management,single,tertiary,no,359,yes,no,telephone,12,899,3,-1,0,unknown,no
50,blue-collar,divorced,primary,no,-677,no,no,cellular,10,387,1,-1,0,unknown,no
56,housemaid,divorced,primary,no,61,no,no,cellular,2,144,1,-1,0,unknown,no
36,management,married,tertiary,no,9,no,no,cellular,11,386,4,-1,0,unknown,yes
30,management,single,tertiary,no,1289,no,no,cellular,17,489,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,40,yes,no,unknown,9,617,4,-1,0,unknown,yes
39,blue-collar,single,primary,no,554,no,no,telephone,31,22,5,-1,0,unknown,no
45,management,married,tertiary,no,1186,no,no,cellular,29,25,7,-1,0,unknown,no
30,blue-collar,single,secondary,no,155,yes,yes,cellular,9,1426,3,-1,0,unknown,yes
28,management,married,tertiary,no,3844,yes,no,unknown,3,132,2,-1,0,unknown,no
55,housemaid,married,primary,no,1233,no,no,cellular,28,97,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1014,no,no,cellular,30,261,4,-1,0,unknown,no
44,housemaid,married,primary,no,1109,yes,yes,cellular,29,176,4,-1,0,unknown,no
31,self-employed,single,tertiary,no,2589,no,no,cellular,21,614,1,-1,0,unknown,yes
40,admin.,married,secondary,no,4775,no,no,cellular,15,215,1,-1,0,unknown,yes
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,188,1,186,1,success,yes
35,technician,married,secondary,no,-78,no,no,cellular,28,102,13,-1,0,unknown,no
56,admin.,divorced,secondary,no,1026,yes,no,cellular,28,173,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,yes,cellular,20,123,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,1132,yes,yes,unknown,20,258,2,-1,0,unknown,no
41,blue-collar,married,primary,no,849,yes,no,unknown,15,72,1,-1,0,unknown,no
41,management,divorced,tertiary,no,5037,no,no,cellular,23,252,9,185,5,other,yes
34,admin.,single,secondary,no,280,no,no,cellular,8,86,2,-1,0,unknown,no
32,admin.,single,secondary,no,2146,yes,no,unknown,21,422,2,-1,0,unknown,no
34,services,married,secondary,no,27,yes,yes,cellular,31,249,3,-1,0,unknown,no
30,blue-collar,single,secondary,yes,4,yes,no,unknown,23,84,3,-1,0,unknown,no
34,management,single,tertiary,no,90,yes,no,cellular,8,67,3,-1,0,unknown,no
57,admin.,married,unknown,no,0,yes,no,unknown,15,215,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,1626,no,no,unknown,9,151,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,205,yes,yes,cellular,7,309,1,-1,0,unknown,no
29,services,single,secondary,no,32,yes,no,unknown,4,563,1,-1,0,unknown,yes
30,services,single,secondary,no,179,yes,no,unknown,29,286,3,-1,0,unknown,no
50,management,married,tertiary,no,3327,no,no,cellular,25,74,7,-1,0,unknown,no
26,technician,single,secondary,no,206,no,no,cellular,29,89,1,-1,0,unknown,no
30,unemployed,married,secondary,no,221,no,no,cellular,8,61,4,-1,0,unknown,no
60,housemaid,married,unknown,no,2769,no,no,cellular,13,96,2,-1,0,unknown,no
